Entity Name,Gene Symbol,EnsemblId(GRch37),Phenotypes
MYOCD,MYOCD,ENSG00000141052,Congenital megabladder
MYOM1,MYOM1,,
MYOT,MYOT,ENSG00000120729,"Limb-Girdle Muscular Dystrophy, Dominant;Muscular dystrophy, limb-girdle, type 1A, 159000; Limb-girdle muscular dystrophy"
MYOZ2,MYOZ2,,
MYPN,MYPN,ENSG00000138347,"Congenital cap myopathy;Nemaline myopathy, 617336"
MYRF,MYRF,ENSG00000124920,"Cardiac-urogenital syndrome, 618280;Congenital diaphragmatic hernia (CDH);Disorders of sex development (DSD)"
MYSM1,MYSM1,ENSG00000162601,"MYSM1 deficiency;Bone marrow failure;neurodevelopmental delay;mid-face hypoplasia;immunodeficiency;Short stature, recurrent infections, congenital bone marrow failure, myelodysplasia, immunodeficiency affecting B-cells and granulocytes, skeletal anomalies, cataracts,  developmental delay.;Combined immunodeficiencies with associated or syndromic features"
MYT1,MYT1,ENSG00000196132,Oculo-auriculo-vertebral spectrum (OAVS);OAVS/Goldenhar syndrome
MYT1L,MYT1L,ENSG00000186487,MYT1L syndrome
NAA10,NAA10,ENSG00000102030,X-linked anophthalmia syndrome/Lenz;OGDEN SYNDROME;NONPECIFIC SEVERE ID;X-linked anophthalmia syndrome
NAA15,NAA15,ENSG00000164134,CONGENITAL HEART DISEASE and NEURODEVELOPMENTAL DISORDER
NACC1,NACC1,ENSG00000160877,"Infantile Epilepsy, Cataracts, and Profound Developmental Delay"
NADK2,NADK2,ENSG00000152620,"?2,4-dienoyl-CoA reductase deficiency 616034"
NAGA,NAGA,ENSG00000198951,SCHINDLER DISEASE;KANZAKI DISEASE
NAGLU,NAGLU,ENSG00000108784,MUCOPOLYSACCHARIDOSIS TYPE 3B
NAGS,NAGS,ENSG00000161653,N-ACETYLGLUTAMATE SYNTHASE DEFICIENCY
NALCN,NALCN,ENSG00000102452,"SEVERE HYPOTONIA, SPEECH IMPAIRMENT, AND COGNITIVE DELAY;HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES;CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY"
NANS,NANS,ENSG00000095380,infantile-onset severe developmental delay and skeletal dysplasia
NARS2,NARS2,ENSG00000137513,"Combined oxidative phosphorylation deficiency 24, 616239;seizures"
NAT8L,NAT8L,ENSG00000185818,?N-acetylaspartate deficiency 614063
NAXD,NAXD,ENSG00000213995,Neurodegenerative disorder exacerbated by febrile illnesses
NAXE,NAXE,ENSG00000163382,Lethal Neurometabolic Disorder of Early Childhood
NBAS,NBAS,ENSG00000151779,ACUTE LIVER FAILURE (ALF) IN INFANCY AND CHILDHOOD
NBEA,NBEA,ENSG00000172915,Global developmental delay;Intellectual disability;Seizures;No OMIM number
NBEAL2,NBEAL2,ENSG00000160796,"139090, Gray platelet syndrome;139090 Gray platelet syndrome"
NBN,NBN,ENSG00000104320,NIJMEGEN BREAKAGE SYNDROME
NCAPD2,NCAPD2,ENSG00000010292,Microcephaly with short stature
NCAPD3,NCAPD3,ENSG00000151503,Microcephaly with short stature
NCAPG2,NCAPG2,ENSG00000146918,Severe Neurodevelopmental Syndrome
NCAPH,NCAPH,ENSG00000121152,microcephaly
NCF1,NCF1,ENSG00000158517,"Chronic granulomatous disease due to deficiency of NCF-1 233700;Chronic granulomatous disease (CGD);Infections, autoinflammatory phenotype;Congenital defects of phagocyte number or function"
NCF2,NCF2,ENSG00000116701,"Chronic granulomatous disease due to deficiency of NCF-2 233710;Chronic granulomatous disease (CGD);Infections, autoinflammatory phenotype;Congenital defects of phagocyte number or function"
NCF4,NCF4,ENSG00000100365,"?Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type III 613960;Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type III;Chronic granulomatous disease (CGD);Infections, autoinflammatory phenotype;Congenital defects of phagocyte number or function"
NCKAP1,NCKAP1,ENSG00000061676,
NCSTN,NCSTN,ENSG00000162736,"Defects in Intrinsic and Innate Immunity;familial hydradenitis suppurativa;Hidradenitis suppurativa with acne, 142690;Defects in intrinsic and innate immunity;Hidradenitis suppurativa with acne"
NDE1,NDE1,ENSG00000072864,LISSENCEPHALY 4
NDN,NDN,ENSG00000182636,Smith-Magenis-like syndrome
NDP,NDP,ENSG00000124479,NORRIE DISEASE
NDRG1,NDRG1,ENSG00000104419,"Charcot-Marie-Tooth disease, type 4D, 601455"
NDST1,NDST1,ENSG00000070614,"Mental retardation, autosomal recessive 46, 616116;MRT46;Intellectual disability"
NDUFA1,NDUFA1,ENSG00000125356,MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX I DEFICIENCY
NDUFA10,NDUFA10,ENSG00000130414,LEIGH SYNDROME DUP
NDUFA11,NDUFA11,ENSG00000174886,Mitochondrial complex I deficiency 252010
NDUFA12,NDUFA12,ENSG00000184752,"Leigh syndrome due to mitochondrial complex 1 deficiency 256000;?Mitochondrial complex I deficiency, nuclear type 23, 618244"
NDUFA13,NDUFA13,ENSG00000186010,"Mitochondrial Diseases;{Thyroid carcinoma, Hurthle cell}, 607464;Isolated complex I deficiency"
NDUFA2,NDUFA2,ENSG00000131495,Leigh syndrome due to mitochondrial complex I deficiency 256000
NDUFA3,NDUFA3,ENSG00000170906,No OMIM phenotype;Isolated complex I deficiency
NDUFA4,NDUFA4,ENSG00000189043,
NDUFA5,NDUFA5,ENSG00000128609,No OMIM phenotype;Isolated complex I deficiency
NDUFA6,NDUFA6,ENSG00000184983,"Mitochondrial complex I deficiency, nuclear type 33, 618253;No OMIM phenotype;Isolated complex I deficiency"
NDUFA7,NDUFA7,ENSG00000267855,No OMIM phenotype;Isolated complex I deficiency
NDUFA8,NDUFA8,ENSG00000119421,Mitochondrial Diseases;No OMIM phenotype;Isolated complex I deficiency
NDUFA9,NDUFA9,ENSG00000139180,"Mitochondrial complex I deficiency, nuclear type 26, 618247;Leigh syndrome due to mitochondrial complex I deficiency 256000"
NDUFAB1,NDUFAB1,ENSG00000004779,No OMIM phenotype;Isolated complex I deficiency
NDUFAF1,NDUFAF1,ENSG00000137806,
NDUFAF2,NDUFAF2,ENSG00000164182,LEIGH SYNDROME
NDUFAF3,NDUFAF3,ENSG00000178057,Mitochondrial complex I deficiency 252010
NDUFAF4,NDUFAF4,ENSG00000123545,"Mitochondrial complex I deficiency, nuclear type 15, 618237"
NDUFAF5,NDUFAF5,ENSG00000101247,"Mitochondrial complex I deficiency, nuclear type 16, 618238"
NDUFAF6,NDUFAF6,ENSG00000156170,Leigh syndrome due to mitochondrial complex I deficiency 256000
NDUFAF7,NDUFAF7,ENSG00000003509,No OMIM phenotype
NDUFAF8,NDUFAF8,ENSG00000224877,No OMIM phenotype
NDUFB1,NDUFB1,ENSG00000183648,No OMIM phenotype;Isolated complex I deficiency
NDUFB10,NDUFB10,ENSG00000140990,No OMIM phenotype;Isolated complex I deficiency
NDUFB11,NDUFB11,ENSG00000147123,MICROPHTHALMIA WITH LINEAR SKIN DEFECTS SYNDROME
NDUFB2,NDUFB2,ENSG00000090266,Isolated complex I deficiency
NDUFB3,NDUFB3,ENSG00000119013,
NDUFB4,NDUFB4,ENSG00000065518,No OMIM phenotype;Isolated complex I deficiency
NDUFB5,NDUFB5,ENSG00000136521,Isolated complex I deficiency
NDUFB6,NDUFB6,ENSG00000165264,Isolated complex I deficiency
NDUFB7,NDUFB7,ENSG00000099795,No OMIM phenotype;Isolated complex I deficiency
NDUFB8,NDUFB8,ENSG00000166136,"Mitochondrial complex I deficiency, nuclear type 32, 618252;No OMIM phenotype;Isolated complex I deficiency"
NDUFB9,NDUFB9,ENSG00000147684,
NDUFC1,NDUFC1,ENSG00000109390,No OMIM phenotype;Isolated complex I deficiency
NDUFC2,NDUFC2,ENSG00000151366,No OMIM phenotype;Isolated complex I deficiency
NDUFS1,NDUFS1,ENSG00000023228,MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX I DEFICIENCY;LEIGH SYNDROME
NDUFS2,NDUFS2,ENSG00000158864,Mitochondrial complex I deficiency 252010
NDUFS3,NDUFS3,ENSG00000213619,"Mitochondrial complex I deficiency, nuclear type 8, 618230;Mitochondrial complex I deficiency 252010;Leigh syndrome due to mitochondrial complex I deficiency 256000"
NDUFS4,NDUFS4,ENSG00000164258,MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX I DEFICIENCY;LEIGH SYNDROME DUP;LEIGH SYNDROME
NDUFS5,NDUFS5,ENSG00000168653,Mitochondrial Diseases;No OMIM phenotype;Isolated complex I deficiency
NDUFS6,NDUFS6,ENSG00000145494,Mitochondrial complex I deficiency 252010
NDUFS7,NDUFS7,ENSG00000115286,MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX I DEFICIENCY
NDUFS8,NDUFS8,ENSG00000110717,MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX I DEFICIENCY
NDUFV1,NDUFV1,ENSG00000167792,MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFV2,NDUFV2,ENSG00000178127,
NDUFV3,NDUFV3,ENSG00000160194,Mitochondrial Diseases;No OMIM phenotype;Isolated complex I deficiency
NEB,NEB,ENSG00000183091,AUTOSOMAL RECESSIVE TYPICAL NEMALINE MYOPATHY
NEBL,NEBL,,
NECAB2,NECAB2,ENSG00000103154,
NECAP1,NECAP1,ENSG00000089818,"Epileptic encephalopathy, early infantile, 21, 615833;Early onset epileptic encephalopathy (EOEE)"
NECTIN1,NECTIN1,ENSG00000110400,"Cleft lip/palate-ectodermal dysplasia syndrome, 225060Orofacial cleft 7, 225060;CLEFT LIP/PALATE-ECTODERMAL DYSPLASIA SYNDROME"
NECTIN4,NECTIN4,ENSG00000143217,ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1
NEDD4L,NEDD4L,ENSG00000049759,"Periventricular nodular heterotopia with ID, cleft palate and 2.3 toe syndactyly"
NEFL,NEFL,ENSG00000104725,Nemaline Myopathy
NEIL1,NEIL1,,
NEK1,NEK1,ENSG00000137601,"SHORT RIB-POLYDACTYLY SYNDORME, TYPE II;SHORT RIB-POLYDACTYLY SYNDROME, TYPE II;Short-rib thoracic dysplasia 6 with or without polydactyly, 263520"
NEK8,NEK8,ENSG00000160602,RENAL-HEPATIC-PANCREATIC DYSPLASIA 2;NEPHRONOPHTHISIS 9
NEK9,NEK9,ENSG00000119638,Lethal congenital contracture syndrome 10 617022
NEU1,NEU1,ENSG00000204386,SIALIDOSIS
NEUROD1,NEUROD1,ENSG00000162992,"Permanent neonatal diabetes and cerebellar agenesis;Neonatal diabetes and cerebellar agenesis, rocker bottom feet, poorly developed renal cortex and medulla, sacral agenesis, high imperforate anus;Maturity-onset diabetes of the young 6, 606394"
NEUROG3,NEUROG3,ENSG00000122859,"Permanent neonatal diabetes and enteric anendocrinosis;congenital malabsorptive diarrhea and neonatal diabetes;Syndromic neonatal diabetes with malabsorptive diarrhea (neurointestinal dysplasia, intrahepatic bilary tract, abnormalities of thyroid gland and CNS)"
NEXMIF,NEXMIF,ENSG00000050030,KIAA2022;Intellectual disability and epilepsy
NEXN,NEXN,,
NF1,NF1,ENSG00000196712,NEUROFIBROMATOSIS-NOONAN SYNDROME;FAMILIAL SPINAL NEUROFIBROMATOSIS;NEUROFIBROMATOSIS TYPE 1;WATSON SYNDROME
NF2,NF2,,
NFASC,NFASC,ENSG00000163531,Neurodevelopmental disorder with central and peripheral motor dysfunction 618356
NFAT5,NFAT5,ENSG00000102908,"Diseases of Immune Dysregulation;IBD, recurrent sinopulmonary infections;NFAT5 haploinsufficieny"
NFATC1,NFATC1,,
NFE2L2,NFE2L2,ENSG00000116044,"white matter cerebral lesions, increased level of homocysteine;Recurrent respiratory and skin infections, growth retardation, , developmental delay;Immunodeficiency, developmental delay, and hypohomocysteinemia, 617744;NFE2L2 GOF;increased expression of stress response genes;Combined immunodeficiencies with associated or syndromic features"
NFIA,NFIA,ENSG00000162599,"Brain malformations with or without urinary tract defects, 613735;BRMUTD;Intellectual disability;Chromosome 1p32-p31 deletion syndrome, included"
NFIB,NFIB,ENSG00000147862,"Global developmental delay;Intellectual disability;Macrocephaly;Macrocephaly, acquired, with impaired intellectual development, 618286"
NFIX,NFIX,ENSG00000008441,MARSHALL-SMITH SYNDROME;SOTOS-LIKE SYNDROME
NFKB1,NFKB1,ENSG00000109320,"Immunodeficiency, common variable, 12 616576;Common variable immunodeficiency disorders (CVID);Unclassified antibody deficiency;Recurrent sinopulmonary infections, COPD, EBV proliferation, autoimmune cytopenias, alopecia and autoimmune thyroiditis;Predominantly Antibody Deficiencies"
NFKB2,NFKB2,ENSG00000077150,"Immunodeficiency, common variable, 10 615577;Hypogammaglobuliaemia;immune dysregulation;central adrenal insufficiency;Common variable immunodeficiency disorders (CVID);Unclassified antibody deficiency;Recurrent sinopulmonary infections, alopecia and endorinopathies;Predominantly Antibody Deficiencies"
NFKBIA,NFKBIA,ENSG00000100906,"Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency 612132;Defects of TLR/NFkappa-B signalling;Anhidrotic ectodermal dysplasia,  various infections (bacteria, mycobacteria, viruses and fungi), colitis, variable defects of skin, hair and teeth, T cell and monocyte dysfunction;Combined immunodeficiencies with associated or syndromic features"
NFKBID,NFKBID,ENSG00000167604,
NFS1,NFS1,ENSG00000244005,No OMIM phenotype
NFU1,NFU1,ENSG00000169599,MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 1
NGF,NGF,ENSG00000134259,
NGLY1,NGLY1,ENSG00000151092,CONGENITAL DISORDER OF DEGLYCOSYLATION
NHEJ1,NHEJ1,ENSG00000187736,"Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation 611291"
NHLRC1,NHLRC1,ENSG00000187566,"Epilepsy, progressive myoclonic 2B (Lafora) 254780"
NHP2,NHP2,ENSG00000145912,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 2"
NHS,NHS,ENSG00000188158,CATARACT CONGENITAL X-LINKED;NANCE-HORAN SYNDROME
NID1,NID1,ENSG00000116962,"Hydrocephalus, focal epilepsy and hemiparesis"
NIN,NIN,ENSG00000100503,Seckel syndrome 7 614851
NIPA1,NIPA1,ENSG00000170113,"Spastic paraplegia 6, autosomal dominant, 600363"
NIPAL4,NIPAL4,,
NIPBL,NIPBL,ENSG00000164190,CORNELIA DE LANGE SYNDROME TYPE 1
NKAP,NKAP,ENSG00000101882,Global developmental delay;Intellectual disability
NKX2-1,NKX2-1,ENSG00000136352,"BENIGN HEREDITARY CHOREA;CHOREOATHETOSIS, HYPOTHYROIDISM, AND NEONATAL RESPIRATORY DISTRESS"
NKX2-2,NKX2-2,ENSG00000125820,"Neonatal diabetes;Syndromic neonatal diabetes, with severe developmental delay, hypotonia, cortical blindness, hearing impairment"
NKX2-5,NKX2-5,ENSG00000183072,ATRIAL SEPTAL DEFECT WITH ATRIOVENTRICULAR CONDUCTION DEFECTS;TETRALOGY OF FALLOT;CONGENITAL HYPOTHYROIDISM NON-GOITROUS TYPE 5
NKX2-6,NKX2-6,ENSG00000180053,Conotruncal heart malformations;Persistent truncus arteriosus
NKX3-2,NKX3-2,ENSG00000109705,SPONDYLO-MEGAEPIPHYSEAL-METAPHYSEAL DYSPLASIA
NKX6-2,NKX6-2,ENSG00000148826,Progressive Spastic Ataxia and Hypomyelination
NLGN3,NLGN3,ENSG00000196338,AUTISM SPECTRUM DISORDERS
NLGN4X,NLGN4X,ENSG00000146938,SUSCEPTIBILITY TO AUTISM X-LINKED TYPE 2 (AUTSX2)
NLRC4,NLRC4,ENSG00000091106,?Familial cold autoinflammatory syndrome 4 616115;Autoinflammation with infantile enterocolitis 616050;Severe enterocolitis and macrophage activation syndrome;Autoinflammatory Disorders
NLRP1,NLRP1,ENSG00000091592,"Dyskeratosis, autoimmunity and arthritis;Palmoplantar carcinoma, corneal scarring;Autoinflammatory Disorders;Autoinflammation with arthritis and dyskeratosis"
NLRP12,NLRP12,ENSG00000142405,"Familial cold autoinflammatory syndrome 2, 611762;preterm premature rupture of membranes (PPROM);Non-pruritic urticaria, arthritis, chills, fever and leukocytosis after cold exposure.;Autoinflammatory Disorders"
NLRP3,NLRP3,ENSG00000162711,"Cold-induced autoinflammatory syndrome, familial, 120100Muckle-Wells syndrome, 191900CINCA syndrome, 607115"
NLRP5,NLRP5,ENSG00000171487,Multilocus imprinting disorder
NLRP7,NLRP7,,
NME8,NME8,ENSG00000086288,
NMNAT1,NMNAT1,ENSG00000173614,LEBER CONGENITAL AMAUROSIS
NMNAT2,NMNAT2,ENSG00000157064,hydrops fetalis;cystic hygroma;bilateral hypoplastic lungs;hydrocephalus;hypoplastic cerebellum;severely reduced skeletal muscle mass or absence;flexion contractures of all extremities;micrognathia;cleft palate;hydropic placenta
NNT,NNT,ENSG00000112992,"Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency, 614736"
NOD2,NOD2,ENSG00000167207,"Blau syndrome 186580;Caspase recruitment domain-containing protein 15 deficiency (CARD15);Uveitis, granulomatous synovitis, camptodactyly, rash and cranial neuropathies, 30% develop Crohn colitis;Autoinflammatory Disorders"
NODAL,NODAL,ENSG00000156574,HETEROTAXY SYNDROME
NOG,NOG,ENSG00000183691,BRACHYDACTYLY TYPE B2;SYMPHALANGISM PROXIMAL SYNDROME;MULTIPLE SYNOSTOSES SYNDROME TYPE 1;TARSAL-CARPAL COALITION SYNDROME;STAPES ANKYLOSIS WITH BROAD THUMB AND TOES
NONO,NONO,ENSG00000147140,SYNDROMIC INTELLECTUAL DISABILITY
NOP10,NOP10,ENSG00000182117,"Dyskeratosis congenita, autosomal recessive 1	224230"
NOP56,NOP56,ENSG00000101361,"Spinocerebellar ataxia 36, 614153"
NOTCH1,NOTCH1,ENSG00000148400,ADAMS OLIVER SYNDROME;LEFT VENTRICULAR OUTFLOW TRACT OBSTRUCTION
NOTCH2,NOTCH2,ENSG00000134250,HAJDU-CHENEY SYNDROME
NOTCH3,NOTCH3,ENSG00000074181,INFANTILE MYOFIBROMATOSIS 615293
NOVA2,NOVA2,ENSG00000104967,Intellectual disability with ataxia/spasticity
NPC1,NPC1,ENSG00000141458,"NIEMANN-PICK DISEASE, TYPE C1"
NPC2,NPC2,ENSG00000119655,"NIEMANN-PICK DISEASE, TYPE C2"
NPHP1,NPHP1,ENSG00000144061,SENIOR-LOKEN SYNDROME TYPE 1;NEPHRONOPHTHISIS TYPE 1;JOUBERT SYNDROME TYPE 4
NPHP3,NPHP3,ENSG00000113971,MECKEL SYNDROME TYPE 7;RENAL-HEPATIC-PANCREATIC DYSPLASIA;NEPHRONOPHTHISIS TYPE 3
NPHP4,NPHP4,ENSG00000131697,NEPHRONOPHTHISIS TYPE 4
NPHS1,NPHS1,ENSG00000161270,NEPHROTIC SYNDROME TYPE 1
NPHS2,NPHS2,ENSG00000116218,"NEPHROTIC SYNDROME, TYPE 2"
NPM1,NPM1,ENSG00000181163,Acute myeloid leukaemia (AML)
NPPA,NPPA,,
NPPC,NPPC,ENSG00000163273,Overgrowth syndrome with 2q37 translocations
NPR2,NPR2,ENSG00000159899,ACROMESOMELIC DYSPLASIA MAROTEAUX TYPE
NPR3,NPR3,ENSG00000113389,
NPRL2,NPRL2,ENSG00000114388,"Epilepsy, familial focal, with variable foci 2, 617116"
NPRL3,NPRL3,ENSG00000103148,"Epilepsy, familial focal, with variable foci 3, 617118"
NR0B1,NR0B1,ENSG00000169297,"Adrenal hypoplasia, congenital 300200;46XY sex reversal 2, dosage-sensitive 300018"
NR1H4,NR1H4,ENSG00000012504,"Neonatal and Adult Cholestasis;Cholestasis, progressive familial intrahepatic 5, 617049;Cholestasis, Progressive Familial Intrahepatic 5;modifier of other genetic cholestatic conditions;ciliopathy"
NR1I3,NR1I3,ENSG00000143257,EHMT1-like Intellectual disability
NR2E3,NR2E3,,
NR2F1,NR2F1,ENSG00000175745,BOSCH-BOONSTRA OPTIC ATROPHY SYNDROME
NR2F2,NR2F2,ENSG00000185551,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4"
NR4A2,NR4A2,ENSG00000153234,Language impairment;Intellectual disability;Autism;Behavioral abnormality;No OMIM number
NR5A1,NR5A1,ENSG00000136931,46XY SEX REVERSAL 3;SPERMATOGENIC FAILURE 8
NRAS,NRAS,ENSG00000213281,NOONAN SYNDROME TYPE 6
NRG1,NRG1,,
NRK,NRK,ENSG00000123572,Hypermobility syndrome;Sotos syndrome
NRL,NRL,,
NRXN1,NRXN1,ENSG00000179915,"Pitt-Hopkins-like syndrome 2, 614325"
NRXN2,NRXN2,ENSG00000110076,AUTISM
NRXN3,NRXN3,ENSG00000021645,Autism spectrum disorder
NSD1,NSD1,ENSG00000165671,WEAVER SYNDROME;BECKWITH-WIEDEMANN SYNDROME;SOTOS SYNDROME
NSD2,NSD2,ENSG00000109685,Intrauterine growth retardation;Growth delay;Microcephaly;Muscular hypotonia;Neurodevelopmental delay;Intellectual disability;No OMIM number
NSDHL,NSDHL,ENSG00000147383,CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS;CK SYNDROME
NSF,NSF,ENSG00000073969,Seizures;EEG with burst suppression;Global developmental delay;Intellectual disability
NSMCE2,NSMCE2,ENSG00000156831,"Seckel syndrome 10, 617253; SCKL10"
NSMCE3,NSMCE3,ENSG00000185115,"Lung disease, immunodeficiency, and chromosome breakage syndrome, 617241;Severe lung disease (possibly viral), thymic hypoplasia, Chromosomal breakage, radiation sensitivity;Combined immunodeficiencies with associated or syndromic features"
NSMF,NSMF,ENSG00000165802,Hypogonadotropic hypogonadism 9 with or without anosmia 614838
NSUN2,NSUN2,ENSG00000037474,AUTOSOMAL- RECESSIVE INTELLECTUAL DISABILITY MRT5
NSUN3,NSUN3,ENSG00000178694,Combined mitochondrial respiratory chain complex deficiency
NT5C,NT5C,ENSG00000125458,Pyrimidine - 5 - nucleotidase deficiency (Disorders of pyrimidine metabolism)
NT5C2,NT5C2,ENSG00000076685,"Spastic paraplegia 45, autosomal recessive 613162"
NT5C3A,NT5C3A,ENSG00000122643,HEMOLYTIC ANEMIA DUE TO UMPH1 DEFICIENCY
NTM,NTM,ENSG00000182667,
NTNG1,NTNG1,ENSG00000162631,
NTNG2,NTNG2,ENSG00000196358,Central hypotonia;Global developmental delay;Intellectual disability;Behavioral abnormality;Microcephaly;Seizures
NTRK1,NTRK1,ENSG00000198400,CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS
NTRK2,NTRK2,ENSG00000148053,Epilepsy and intellectual disability
NUB1,NUB1,,
NUBPL,NUBPL,ENSG00000151413,MITOCHONDRIAL COMPLEX I DEFICIENCY
NUDT1,NUDT1,ENSG00000106268,Thrombocytopenia Absent-Radius Syndrome
NUDT2,NUDT2,ENSG00000164978,Muscular hypotonia;Global developmental delay;Intellectual disability;no OMIM number
NUP107,NUP107,ENSG00000111581,EARLY-CHILDHOOD-ONSET STEROID-RESISTANT NEPHROTIC SYNDROME
NUP133,NUP133,ENSG00000069248,"Nephrotic syndrome, type 18 618177;?Galloway-Mowat syndrome 8 618349"
NUP155,NUP155,,
NUP188,NUP188,ENSG00000095319,
NUP205,NUP205,,
NUP214,NUP214,ENSG00000126883,Acute Febrile Encephalopathy 618426
NUP62,NUP62,ENSG00000213024,INFANTILE STRIATONIGRAL DEGENERATION
NUP85,NUP85,ENSG00000125450,"Nephrotic syndrome, type 17 #618176"
NUP93,NUP93,ENSG00000102900,"Nephrotic syndrome, type 12 616892"
NUS1,NUS1,ENSG00000153989,Epilepsy and intellectual disability
NXF4,NXF4,ENSG00000196970,Intellectual Disability
NXF5,NXF5,ENSG00000126952,Intellectual Disability
NXN,NXN,ENSG00000167693,"Robinow syndrome, autosomal recessive 2, 618529"
NYX,NYX,ENSG00000188937,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1A"
OAS1,OAS1,ENSG00000089127,"Autoinflammatory Disorders;Pulmonary alveolar proteinosis, skin rash;OAS1 GOF"
OAT,OAT,ENSG00000065154,
OBSCN,OBSCN,ENSG00000154358,
OBSL1,OBSL1,ENSG00000124006,3-M SYNDROME 2
OCA2,OCA2,,
OCLN,OCLN,ENSG00000197822,Band-like calcification with simplified gyration and polymicrogyria 251290
OCRL,OCRL,ENSG00000122126,DENT DISEASE TYPE 2;LOWE OCULOCEREBRORENAL SYNDROME
ODAPH,ODAPH,,
ODC1,ODC1,ENSG00000115758,Global developmental delay;Intellectual disability;Macrocephaly;Alopecia;Ectodermal dysplasia
ODF2L,ODF2L,ENSG00000122417,
OFD1,OFD1,ENSG00000046651,JOUBERT SYNDROME TYPE 10;SIMPSON-GOLABI-BEHMEL SYNDROME TYPE 2;ORAL-FACIAL-DIGITAL SYNDROME TYPE 1
OGDH,OGDH,ENSG00000105953,"2-Oxoglutarate dehydrogenase deficiency (Disorders of the citric acid cycle);Alpha-ketoglutarate dehydrogenase deficiency, 203740 (1);(OXOGLUTARIC ACIDURIA);Alpha-ketoglutarate dehydrogenase deficiency, 203740"
OGT,OGT,ENSG00000147162,"Mental retardation, X-linked 106, 300997"
OPA1,OPA1,ENSG00000198836,
OPA3,OPA3,ENSG00000125741,"3-methylglutaconic aciduria, type III, 258501;Costeff syndrome"
OPHN1,OPHN1,ENSG00000079482,"Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance, 300486"
OPLAH,OPLAH,ENSG00000178814,
OPN1LW,OPN1LW,,
OPN1MW,OPN1MW,,
OPN1SW,OPN1SW,,
OR5M1,OR5M1,ENSG00000255012,Intellectual disability
ORAI1,ORAI1,ENSG00000182500,"Myopathy, tubular aggregate, 2, 615883"
ORC1,ORC1,ENSG00000085840,MEIER-GORLIN SYNDROME 1
ORC4,ORC4,ENSG00000115947,MEIER-GORLIN SYNDROME 2
ORC6,ORC6,ENSG00000091651,MEIER-GORLIN SYNDROME 3
OSGEP,OSGEP,ENSG00000092094,Nephrotic syndrome with primary microcephaly
OSMR,OSMR,,
OSTM1,OSTM1,ENSG00000081087,Osteopetrosis 259720
OTC,OTC,ENSG00000036473,ORNITHINE TRANSCARBAMYLASE DEFICIENCY
OTOA,OTOA,,
OTOF,OTOF,,
OTOG,OTOG,,
OTOGL,OTOGL,ENSG00000165899,MODERATE SENSORINEURAL HEARING LOSS
OTUD4,OTUD4,,
OTUD6B,OTUD6B,ENSG00000155100,Intellectual Disability Syndrome Associated with Seizures and Dysmorphic Features
OTUD7A,OTUD7A,ENSG00000169918,15q13.3 deletions phenocopy
OTULIN,OTULIN,ENSG00000154124,Otulin-related auto inflammatory syndrome
OTX2,OTX2,ENSG00000165588,MICROPHTHALMIA SYNDROMIC TYPE 5
OXA1L,OXA1L,ENSG00000155463,No OMIM phenotype
OXCT1,OXCT1,ENSG00000083720,SUCCINYL-COA-3-KETOACID-COA TRANSFERASE DEFICIENCY
P2RX1,P2RX1,ENSG00000108405,"Purinergic receptor P2X, ligand-gated ion channel, 1 DEFICIENCY"
P2RX2,P2RX2,,
P2RY12,P2RY12,ENSG00000169313,"600515.PURINERGIC RECEPTOR P2Y, G PROTEIN-COUPLED, 12;P2RY12;600515 PURINERGIC RECEPTOR P2Y, G PROTEIN-COUPLED, 12"
P2RY4,P2RY4,ENSG00000186912,
P2RY8,P2RY8,ENSG00000182162,
P3H1,P3H1,ENSG00000117385,"OSTEOGENESIS IMPERFECTA, TYPE VIII"
P4HB,P4HB,ENSG00000185624,COLE-CARPENTER SYNDROME
P4HTM,P4HTM,ENSG00000178467,"Hypotonia, hyperventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities, 618493;Seizures;Intellectual disability;Global developmental delay"
PABPC5,PABPC5,ENSG00000174740,
